ntaname,borough,spc_common,count,area,total,spc_per
airport,queens,american hornbeam,5,8.185520174,168,2.976190476
airport,queens,amur maple,2,8.185520174,168,1.19047619
airport,queens,black locust,8,8.185520174,168,4.761904762
airport,queens,callery pear,9,8.185520174,168,5.357142857
airport,queens,cherry,3,8.185520174,168,1.785714286
airport,queens,crab apple,1,8.185520174,168,0.595238095
airport,queens,dawn redwood,1,8.185520174,168,0.595238095
airport,queens,english oak,2,8.185520174,168,1.19047619
airport,queens,ginkgo,1,8.185520174,168,0.595238095
airport,queens,golden raintree,3,8.185520174,168,1.785714286
airport,queens,hawthorn,2,8.185520174,168,1.19047619
airport,queens,honeylocust,50,8.185520174,168,29.76190476
airport,queens,japanese tree lilac,1,8.185520174,168,0.595238095
airport,queens,japanese zelkova,3,8.185520174,168,1.785714286
airport,queens,littleleaf linden,2,8.185520174,168,1.19047619
airport,queens,london planetree,2,8.185520174,168,1.19047619
airport,queens,mulberry,2,8.185520174,168,1.19047619
airport,queens,northern red oak,3,8.185520174,168,1.785714286
airport,queens,norway maple,1,8.185520174,168,0.595238095
airport,queens,oklahoma redbud,1,8.185520174,168,0.595238095
airport,queens,pin oak,11,8.185520174,168,6.547619048
airport,queens,pine,1,8.185520174,168,0.595238095
airport,queens,red pine,7,8.185520174,168,4.166666667
airport,queens,schumard's oak,3,8.185520174,168,1.785714286
airport,queens,sophora,25,8.185520174,168,14.88095238
airport,queens,tree of heaven,6,8.185520174,168,3.571428571
allerton-pelham gardens,bronx,'schubert' chokecherry,27,1.136831537,3852,0.700934579
allerton-pelham gardens,bronx,american elm,22,1.136831537,3852,0.57113188
allerton-pelham gardens,bronx,american hophornbeam,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,american hornbeam,6,1.136831537,3852,0.15576324
allerton-pelham gardens,bronx,american linden,149,1.136831537,3852,3.868120457
allerton-pelham gardens,bronx,amur cork tree,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,amur maackia,9,1.136831537,3852,0.23364486
allerton-pelham gardens,bronx,amur maple,23,1.136831537,3852,0.59709242
allerton-pelham gardens,bronx,ash,9,1.136831537,3852,0.23364486
allerton-pelham gardens,bronx,atlantic white cedar,7,1.136831537,3852,0.18172378
allerton-pelham gardens,bronx,bald cypress,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,bigtooth aspen,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,black cherry,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,black locust,20,1.136831537,3852,0.5192108
allerton-pelham gardens,bronx,black oak,14,1.136831537,3852,0.36344756
allerton-pelham gardens,bronx,black walnut,8,1.136831537,3852,0.20768432
allerton-pelham gardens,bronx,blue spruce,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,bur oak,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,callery pear,208,1.136831537,3852,5.399792316
allerton-pelham gardens,bronx,catalpa,21,1.136831537,3852,0.54517134
allerton-pelham gardens,bronx,cherry,225,1.136831537,3852,5.841121495
allerton-pelham gardens,bronx,chinese elm,10,1.136831537,3852,0.2596054
allerton-pelham gardens,bronx,chinese fringetree,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,chinese tree lilac,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,common hackberry,11,1.136831537,3852,0.28556594
allerton-pelham gardens,bronx,cornelian cherry,16,1.136831537,3852,0.41536864
allerton-pelham gardens,bronx,crab apple,22,1.136831537,3852,0.57113188
allerton-pelham gardens,bronx,crimson king maple,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,cucumber magnolia,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,dawn redwood,5,1.136831537,3852,0.1298027
allerton-pelham gardens,bronx,douglas-fir,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,eastern cottonwood,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,eastern hemlock,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,eastern redbud,35,1.136831537,3852,0.908618899
allerton-pelham gardens,bronx,eastern redcedar,7,1.136831537,3852,0.18172378
allerton-pelham gardens,bronx,empress tree,7,1.136831537,3852,0.18172378
allerton-pelham gardens,bronx,english oak,6,1.136831537,3852,0.15576324
allerton-pelham gardens,bronx,european hornbeam,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,flowering dogwood,12,1.136831537,3852,0.31152648
allerton-pelham gardens,bronx,ginkgo,173,1.136831537,3852,4.491173416
allerton-pelham gardens,bronx,golden raintree,16,1.136831537,3852,0.41536864
allerton-pelham gardens,bronx,green ash,188,1.136831537,3852,4.880581516
allerton-pelham gardens,bronx,hardy rubber tree,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,hawthorn,16,1.136831537,3852,0.41536864
allerton-pelham gardens,bronx,hedge maple,46,1.136831537,3852,1.194184839
allerton-pelham gardens,bronx,holly,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,honeylocust,211,1.136831537,3852,5.477673936
allerton-pelham gardens,bronx,horse chestnut,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,japanese hornbeam,6,1.136831537,3852,0.15576324
allerton-pelham gardens,bronx,japanese maple,14,1.136831537,3852,0.36344756
allerton-pelham gardens,bronx,japanese snowbell,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,japanese tree lilac,11,1.136831537,3852,0.28556594
allerton-pelham gardens,bronx,japanese zelkova,60,1.136831537,3852,1.557632399
allerton-pelham gardens,bronx,katsura tree,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,kentucky coffeetree,7,1.136831537,3852,0.18172378
allerton-pelham gardens,bronx,kentucky yellowwood,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,kousa dogwood,13,1.136831537,3852,0.33748702
allerton-pelham gardens,bronx,littleleaf linden,148,1.136831537,3852,3.842159917
allerton-pelham gardens,bronx,london planetree,505,1.136831537,3852,13.11007269
allerton-pelham gardens,bronx,magnolia,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,maple,110,1.136831537,3852,2.855659398
allerton-pelham gardens,bronx,mimosa,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,mulberry,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,northern red oak,89,1.136831537,3852,2.310488058
allerton-pelham gardens,bronx,norway maple,377,1.136831537,3852,9.787123572
allerton-pelham gardens,bronx,norway spruce,5,1.136831537,3852,0.1298027
allerton-pelham gardens,bronx,oklahoma redbud,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,pagoda dogwood,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,paper birch,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,paperbark maple,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,pignut hickory,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,pin oak,237,1.136831537,3852,6.152647975
allerton-pelham gardens,bronx,pine,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,pond cypress,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,purple-leaf plum,26,1.136831537,3852,0.674974039
allerton-pelham gardens,bronx,red maple,127,1.136831537,3852,3.296988577
allerton-pelham gardens,bronx,river birch,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,sassafras,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,sawtooth oak,17,1.136831537,3852,0.44132918
allerton-pelham gardens,bronx,scarlet oak,9,1.136831537,3852,0.23364486
allerton-pelham gardens,bronx,schumard's oak,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,serviceberry,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,shingle oak,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,siberian elm,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,silver linden,27,1.136831537,3852,0.700934579
allerton-pelham gardens,bronx,silver maple,51,1.136831537,3852,1.323987539
allerton-pelham gardens,bronx,smoketree,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,sophora,42,1.136831537,3852,1.090342679
allerton-pelham gardens,bronx,southern red oak,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,spruce,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,sugar maple,41,1.136831537,3852,1.064382139
allerton-pelham gardens,bronx,swamp white oak,10,1.136831537,3852,0.2596054
allerton-pelham gardens,bronx,sweetgum,31,1.136831537,3852,0.804776739
allerton-pelham gardens,bronx,sycamore maple,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,tartar maple,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,tree of heaven,2,1.136831537,3852,0.05192108
allerton-pelham gardens,bronx,tulip-poplar,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,turkish hazelnut,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,virginia pine,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,weeping willow,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,white ash,3,1.136831537,3852,0.07788162
allerton-pelham gardens,bronx,white oak,1,1.136831537,3852,0.02596054
allerton-pelham gardens,bronx,white pine,4,1.136831537,3852,0.10384216
allerton-pelham gardens,bronx,willow oak,12,1.136831537,3852,0.31152648
annadale-huguenot-prince's bay-eltingville,staten island,'schubert' chokecherry,48,5.059751936,12977,0.369885181
annadale-huguenot-prince's bay-eltingville,staten island,american beech,7,5.059751936,12977,0.053941589
annadale-huguenot-prince's bay-eltingville,staten island,american elm,44,5.059751936,12977,0.339061416
annadale-huguenot-prince's bay-eltingville,staten island,american hophornbeam,4,5.059751936,12977,0.030823765
annadale-huguenot-prince's bay-eltingville,staten island,american hornbeam,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,american linden,67,5.059751936,12977,0.516298066
annadale-huguenot-prince's bay-eltingville,staten island,amur cork tree,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,amur maackia,25,5.059751936,12977,0.192648532
annadale-huguenot-prince's bay-eltingville,staten island,amur maple,31,5.059751936,12977,0.23888418
annadale-huguenot-prince's bay-eltingville,staten island,arborvitae,5,5.059751936,12977,0.038529706
annadale-huguenot-prince's bay-eltingville,staten island,ash,148,5.059751936,12977,1.14047931
annadale-huguenot-prince's bay-eltingville,staten island,bald cypress,10,5.059751936,12977,0.077059413
annadale-huguenot-prince's bay-eltingville,staten island,bigtooth aspen,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,black cherry,6,5.059751936,12977,0.046235648
annadale-huguenot-prince's bay-eltingville,staten island,black locust,6,5.059751936,12977,0.046235648
annadale-huguenot-prince's bay-eltingville,staten island,black maple,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,black oak,7,5.059751936,12977,0.053941589
annadale-huguenot-prince's bay-eltingville,staten island,black walnut,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,blackgum,10,5.059751936,12977,0.077059413
annadale-huguenot-prince's bay-eltingville,staten island,boxelder,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,bur oak,7,5.059751936,12977,0.053941589
annadale-huguenot-prince's bay-eltingville,staten island,callery pear,4301,5.059751936,12977,33.14325345
annadale-huguenot-prince's bay-eltingville,staten island,catalpa,4,5.059751936,12977,0.030823765
annadale-huguenot-prince's bay-eltingville,staten island,cherry,530,5.059751936,12977,4.084148879
annadale-huguenot-prince's bay-eltingville,staten island,chinese elm,49,5.059751936,12977,0.377591123
annadale-huguenot-prince's bay-eltingville,staten island,chinese fringetree,7,5.059751936,12977,0.053941589
annadale-huguenot-prince's bay-eltingville,staten island,chinese tree lilac,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,cockspur hawthorn,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,common hackberry,5,5.059751936,12977,0.038529706
annadale-huguenot-prince's bay-eltingville,staten island,cornelian cherry,41,5.059751936,12977,0.315943593
annadale-huguenot-prince's bay-eltingville,staten island,crab apple,57,5.059751936,12977,0.439238653
annadale-huguenot-prince's bay-eltingville,staten island,crepe myrtle,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,crimson king maple,181,5.059751936,12977,1.394775372
annadale-huguenot-prince's bay-eltingville,staten island,cucumber magnolia,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,dawn redwood,29,5.059751936,12977,0.223472297
annadale-huguenot-prince's bay-eltingville,staten island,eastern cottonwood,6,5.059751936,12977,0.046235648
annadale-huguenot-prince's bay-eltingville,staten island,eastern hemlock,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,eastern redbud,78,5.059751936,12977,0.60106342
annadale-huguenot-prince's bay-eltingville,staten island,eastern redcedar,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,empress tree,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,english oak,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,european beech,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,european hornbeam,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,flowering dogwood,25,5.059751936,12977,0.192648532
annadale-huguenot-prince's bay-eltingville,staten island,ginkgo,73,5.059751936,12977,0.562533713
annadale-huguenot-prince's bay-eltingville,staten island,golden raintree,28,5.059751936,12977,0.215766356
annadale-huguenot-prince's bay-eltingville,staten island,green ash,210,5.059751936,12977,1.618247669
annadale-huguenot-prince's bay-eltingville,staten island,hardy rubber tree,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,hawthorn,41,5.059751936,12977,0.315943593
annadale-huguenot-prince's bay-eltingville,staten island,hedge maple,18,5.059751936,12977,0.138706943
annadale-huguenot-prince's bay-eltingville,staten island,himalayan cedar,8,5.059751936,12977,0.06164753
annadale-huguenot-prince's bay-eltingville,staten island,holly,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,honeylocust,419,5.059751936,12977,3.228789397
annadale-huguenot-prince's bay-eltingville,staten island,horse chestnut,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,japanese hornbeam,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,japanese maple,6,5.059751936,12977,0.046235648
annadale-huguenot-prince's bay-eltingville,staten island,japanese snowbell,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,japanese tree lilac,88,5.059751936,12977,0.678122833
annadale-huguenot-prince's bay-eltingville,staten island,japanese zelkova,158,5.059751936,12977,1.217538722
annadale-huguenot-prince's bay-eltingville,staten island,katsura tree,4,5.059751936,12977,0.030823765
annadale-huguenot-prince's bay-eltingville,staten island,kentucky coffeetree,26,5.059751936,12977,0.200354473
annadale-huguenot-prince's bay-eltingville,staten island,kousa dogwood,5,5.059751936,12977,0.038529706
annadale-huguenot-prince's bay-eltingville,staten island,littleleaf linden,231,5.059751936,12977,1.780072436
annadale-huguenot-prince's bay-eltingville,staten island,london planetree,632,5.059751936,12977,4.870154889
annadale-huguenot-prince's bay-eltingville,staten island,magnolia,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,maple,655,5.059751936,12977,5.047391539
annadale-huguenot-prince's bay-eltingville,staten island,mulberry,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,northern red oak,25,5.059751936,12977,0.192648532
annadale-huguenot-prince's bay-eltingville,staten island,norway maple,444,5.059751936,12977,3.421437929
annadale-huguenot-prince's bay-eltingville,staten island,norway spruce,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,oklahoma redbud,4,5.059751936,12977,0.030823765
annadale-huguenot-prince's bay-eltingville,staten island,osage-orange,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,pagoda dogwood,14,5.059751936,12977,0.107883178
annadale-huguenot-prince's bay-eltingville,staten island,paper birch,8,5.059751936,12977,0.06164753
annadale-huguenot-prince's bay-eltingville,staten island,paperbark maple,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,pignut hickory,4,5.059751936,12977,0.030823765
annadale-huguenot-prince's bay-eltingville,staten island,pin oak,657,5.059751936,12977,5.062803421
annadale-huguenot-prince's bay-eltingville,staten island,pine,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,purple-leaf plum,200,5.059751936,12977,1.541188256
annadale-huguenot-prince's bay-eltingville,staten island,red horse chestnut,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,red maple,1003,5.059751936,12977,7.729059105
annadale-huguenot-prince's bay-eltingville,staten island,red pine,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,river birch,32,5.059751936,12977,0.246590121
annadale-huguenot-prince's bay-eltingville,staten island,sassafras,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,sawtooth oak,10,5.059751936,12977,0.077059413
annadale-huguenot-prince's bay-eltingville,staten island,scarlet oak,11,5.059751936,12977,0.084765354
annadale-huguenot-prince's bay-eltingville,staten island,schumard's oak,5,5.059751936,12977,0.038529706
annadale-huguenot-prince's bay-eltingville,staten island,serviceberry,45,5.059751936,12977,0.346767358
annadale-huguenot-prince's bay-eltingville,staten island,shingle oak,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,siberian elm,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,silver birch,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,silver linden,11,5.059751936,12977,0.084765354
annadale-huguenot-prince's bay-eltingville,staten island,silver maple,560,5.059751936,12977,4.315327117
annadale-huguenot-prince's bay-eltingville,staten island,sophora,54,5.059751936,12977,0.416120829
annadale-huguenot-prince's bay-eltingville,staten island,southern magnolia,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,southern red oak,2,5.059751936,12977,0.015411883
annadale-huguenot-prince's bay-eltingville,staten island,sugar maple,25,5.059751936,12977,0.192648532
annadale-huguenot-prince's bay-eltingville,staten island,swamp white oak,105,5.059751936,12977,0.809123834
annadale-huguenot-prince's bay-eltingville,staten island,sweetgum,756,5.059751936,12977,5.825691608
annadale-huguenot-prince's bay-eltingville,staten island,sycamore maple,7,5.059751936,12977,0.053941589
annadale-huguenot-prince's bay-eltingville,staten island,tree of heaven,3,5.059751936,12977,0.023117824
annadale-huguenot-prince's bay-eltingville,staten island,trident maple,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,tulip-poplar,26,5.059751936,12977,0.200354473
annadale-huguenot-prince's bay-eltingville,staten island,turkish hazelnut,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,two-winged silverbell,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,weeping willow,9,5.059751936,12977,0.069353472
annadale-huguenot-prince's bay-eltingville,staten island,white ash,19,5.059751936,12977,0.146412884
annadale-huguenot-prince's bay-eltingville,staten island,white oak,20,5.059751936,12977,0.154118826
annadale-huguenot-prince's bay-eltingville,staten island,white pine,1,5.059751936,12977,0.007705941
annadale-huguenot-prince's bay-eltingville,staten island,willow oak,19,5.059751936,12977,0.146412884
arden heights,staten island,'schubert' chokecherry,17,1.808239205,6994,0.243065485
arden heights,staten island,american beech,2,1.808239205,6994,0.028595939
arden heights,staten island,american elm,12,1.808239205,6994,0.171575636
arden heights,staten island,american hophornbeam,4,1.808239205,6994,0.057191879
arden heights,staten island,american hornbeam,4,1.808239205,6994,0.057191879
arden heights,staten island,american larch,1,1.808239205,6994,0.01429797
arden heights,staten island,american linden,86,1.808239205,6994,1.229625393
arden heights,staten island,amur cork tree,2,1.808239205,6994,0.028595939
arden heights,staten island,amur maackia,12,1.808239205,6994,0.171575636
arden heights,staten island,amur maple,66,1.808239205,6994,0.943665999
arden heights,staten island,arborvitae,2,1.808239205,6994,0.028595939
arden heights,staten island,ash,124,1.808239205,6994,1.772948241
arden heights,staten island,atlantic white cedar,4,1.808239205,6994,0.057191879
arden heights,staten island,atlas cedar,1,1.808239205,6994,0.01429797
arden heights,staten island,bald cypress,15,1.808239205,6994,0.214469545
arden heights,staten island,black cherry,2,1.808239205,6994,0.028595939
arden heights,staten island,black locust,9,1.808239205,6994,0.128681727
arden heights,staten island,black maple,2,1.808239205,6994,0.028595939
arden heights,staten island,black oak,6,1.808239205,6994,0.085787818
arden heights,staten island,black pine,1,1.808239205,6994,0.01429797
arden heights,staten island,black walnut,4,1.808239205,6994,0.057191879
arden heights,staten island,blackgum,2,1.808239205,6994,0.028595939
arden heights,staten island,bur oak,7,1.808239205,6994,0.100085788
arden heights,staten island,callery pear,1777,1.808239205,6994,25.40749214
arden heights,staten island,catalpa,1,1.808239205,6994,0.01429797
arden heights,staten island,cherry,146,1.808239205,6994,2.087503574
arden heights,staten island,chinese chestnut,1,1.808239205,6994,0.01429797
arden heights,staten island,chinese elm,6,1.808239205,6994,0.085787818
arden heights,staten island,chinese fringetree,2,1.808239205,6994,0.028595939
arden heights,staten island,chinese tree lilac,3,1.808239205,6994,0.042893909
arden heights,staten island,cockspur hawthorn,1,1.808239205,6994,0.01429797
arden heights,staten island,common hackberry,14,1.808239205,6994,0.200171576
arden heights,staten island,cornelian cherry,5,1.808239205,6994,0.071489848
arden heights,staten island,crab apple,14,1.808239205,6994,0.200171576
arden heights,staten island,crimson king maple,100,1.808239205,6994,1.429796969
arden heights,staten island,dawn redwood,13,1.808239205,6994,0.185873606
arden heights,staten island,eastern cottonwood,1,1.808239205,6994,0.01429797
arden heights,staten island,eastern redbud,34,1.808239205,6994,0.486130969
arden heights,staten island,empress tree,3,1.808239205,6994,0.042893909
arden heights,staten island,english oak,6,1.808239205,6994,0.085787818
arden heights,staten island,european hornbeam,5,1.808239205,6994,0.071489848
arden heights,staten island,flowering dogwood,7,1.808239205,6994,0.100085788
arden heights,staten island,ginkgo,39,1.808239205,6994,0.557620818
arden heights,staten island,golden raintree,19,1.808239205,6994,0.271661424
arden heights,staten island,green ash,507,1.808239205,6994,7.249070632
arden heights,staten island,hardy rubber tree,1,1.808239205,6994,0.01429797
arden heights,staten island,hawthorn,6,1.808239205,6994,0.085787818
arden heights,staten island,hedge maple,14,1.808239205,6994,0.200171576
arden heights,staten island,honeylocust,449,1.808239205,6994,6.41978839
arden heights,staten island,horse chestnut,5,1.808239205,6994,0.071489848
arden heights,staten island,japanese maple,19,1.808239205,6994,0.271661424
arden heights,staten island,japanese snowbell,1,1.808239205,6994,0.01429797
arden heights,staten island,japanese tree lilac,17,1.808239205,6994,0.243065485
arden heights,staten island,japanese zelkova,55,1.808239205,6994,0.786388333
arden heights,staten island,katsura tree,3,1.808239205,6994,0.042893909
arden heights,staten island,kentucky coffeetree,9,1.808239205,6994,0.128681727
arden heights,staten island,kentucky yellowwood,1,1.808239205,6994,0.01429797
arden heights,staten island,kousa dogwood,3,1.808239205,6994,0.042893909
arden heights,staten island,littleleaf linden,113,1.808239205,6994,1.615670575
arden heights,staten island,london planetree,354,1.808239205,6994,5.06148127
arden heights,staten island,magnolia,4,1.808239205,6994,0.057191879
arden heights,staten island,maple,292,1.808239205,6994,4.175007149
arden heights,staten island,mimosa,2,1.808239205,6994,0.028595939
arden heights,staten island,mulberry,14,1.808239205,6994,0.200171576
arden heights,staten island,northern red oak,6,1.808239205,6994,0.085787818
arden heights,staten island,norway maple,303,1.808239205,6994,4.332284816
arden heights,staten island,norway spruce,5,1.808239205,6994,0.071489848
arden heights,staten island,ohio buckeye,1,1.808239205,6994,0.01429797
arden heights,staten island,oklahoma redbud,1,1.808239205,6994,0.01429797
arden heights,staten island,pagoda dogwood,6,1.808239205,6994,0.085787818
arden heights,staten island,paper birch,4,1.808239205,6994,0.057191879
arden heights,staten island,paperbark maple,2,1.808239205,6994,0.028595939
arden heights,staten island,persian ironwood,5,1.808239205,6994,0.071489848
arden heights,staten island,pin oak,372,1.808239205,6994,5.318844724
arden heights,staten island,pine,2,1.808239205,6994,0.028595939
arden heights,staten island,purple-leaf plum,45,1.808239205,6994,0.643408636
arden heights,staten island,quaking aspen,6,1.808239205,6994,0.085787818
arden heights,staten island,red maple,457,1.808239205,6994,6.534172148
arden heights,staten island,red pine,1,1.808239205,6994,0.01429797
arden heights,staten island,river birch,17,1.808239205,6994,0.243065485
arden heights,staten island,sassafras,10,1.808239205,6994,0.142979697
arden heights,staten island,sawtooth oak,1,1.808239205,6994,0.01429797
arden heights,staten island,scarlet oak,4,1.808239205,6994,0.057191879
arden heights,staten island,schumard's oak,19,1.808239205,6994,0.271661424
arden heights,staten island,serviceberry,5,1.808239205,6994,0.071489848
arden heights,staten island,shingle oak,5,1.808239205,6994,0.071489848
arden heights,staten island,siberian elm,12,1.808239205,6994,0.171575636
arden heights,staten island,silver linden,8,1.808239205,6994,0.114383758
arden heights,staten island,silver maple,419,1.808239205,6994,5.990849299
arden heights,staten island,sophora,14,1.808239205,6994,0.200171576
arden heights,staten island,spruce,2,1.808239205,6994,0.028595939
arden heights,staten island,sugar maple,54,1.808239205,6994,0.772090363
arden heights,staten island,swamp white oak,30,1.808239205,6994,0.428939091
arden heights,staten island,sweetgum,415,1.808239205,6994,5.933657421
arden heights,staten island,tartar maple,1,1.808239205,6994,0.01429797
arden heights,staten island,tulip-poplar,7,1.808239205,6994,0.100085788
arden heights,staten island,turkish hazelnut,1,1.808239205,6994,0.01429797
arden heights,staten island,two-winged silverbell,1,1.808239205,6994,0.01429797
arden heights,staten island,weeping willow,3,1.808239205,6994,0.042893909
arden heights,staten island,white ash,20,1.808239205,6994,0.285959394
arden heights,staten island,white oak,7,1.808239205,6994,0.100085788
arden heights,staten island,white pine,5,1.808239205,6994,0.071489848
arden heights,staten island,willow oak,2,1.808239205,6994,0.028595939
astoria,queens,'schubert' chokecherry,58,1.410967401,4388,1.321786691
astoria,queens,american beech,1,1.410967401,4388,0.022789426
astoria,queens,american elm,18,1.410967401,4388,0.410209663
astoria,queens,american hophornbeam,11,1.410967401,4388,0.250683683
astoria,queens,american hornbeam,24,1.410967401,4388,0.546946217
astoria,queens,american larch,3,1.410967401,4388,0.068368277
astoria,queens,american linden,114,1.410967401,4388,2.597994531
astoria,queens,amur cork tree,2,1.410967401,4388,0.045578851
astoria,queens,amur maackia,12,1.410967401,4388,0.273473108
astoria,queens,amur maple,2,1.410967401,4388,0.045578851
astoria,queens,ash,15,1.410967401,4388,0.341841386
astoria,queens,bald cypress,3,1.410967401,4388,0.068368277
astoria,queens,bigtooth aspen,1,1.410967401,4388,0.022789426
astoria,queens,black cherry,9,1.410967401,4388,0.205104831
astoria,queens,black locust,2,1.410967401,4388,0.045578851
astoria,queens,black maple,1,1.410967401,4388,0.022789426
astoria,queens,black oak,35,1.410967401,4388,0.7976299
astoria,queens,black walnut,3,1.410967401,4388,0.068368277
astoria,queens,bur oak,8,1.410967401,4388,0.182315406
astoria,queens,callery pear,261,1.410967401,4388,5.948040109
astoria,queens,catalpa,1,1.410967401,4388,0.022789426
astoria,queens,cherry,218,1.410967401,4388,4.968094804
astoria,queens,chinese chestnut,3,1.410967401,4388,0.068368277
astoria,queens,chinese elm,53,1.410967401,4388,1.207839562
astoria,queens,chinese fringetree,3,1.410967401,4388,0.068368277
