ntaname,borough,spc_common,count,area,total,spc_per
brownsville,brooklyn,honeylocust,404,1.173645757,3129,12.91147331
brownsville,brooklyn,japanese hornbeam,1,1.173645757,3129,0.031959092
brownsville,brooklyn,japanese tree lilac,17,1.173645757,3129,0.54330457
brownsville,brooklyn,japanese zelkova,242,1.173645757,3129,7.734100352
brownsville,brooklyn,katsura tree,4,1.173645757,3129,0.127836369
brownsville,brooklyn,kentucky coffeetree,15,1.173645757,3129,0.479386385
brownsville,brooklyn,kousa dogwood,2,1.173645757,3129,0.063918185
brownsville,brooklyn,littleleaf linden,109,1.173645757,3129,3.483541067
brownsville,brooklyn,london planetree,630,1.173645757,3129,20.13422819
brownsville,brooklyn,maple,6,1.173645757,3129,0.191754554
brownsville,brooklyn,mimosa,1,1.173645757,3129,0.031959092
brownsville,brooklyn,mulberry,3,1.173645757,3129,0.095877277
brownsville,brooklyn,northern red oak,20,1.173645757,3129,0.639181847
brownsville,brooklyn,norway maple,39,1.173645757,3129,1.246404602
brownsville,brooklyn,ohio buckeye,1,1.173645757,3129,0.031959092
brownsville,brooklyn,pagoda dogwood,5,1.173645757,3129,0.159795462
brownsville,brooklyn,paper birch,1,1.173645757,3129,0.031959092
brownsville,brooklyn,pin oak,235,1.173645757,3129,7.510386705
brownsville,brooklyn,pine,1,1.173645757,3129,0.031959092
brownsville,brooklyn,purple-leaf plum,13,1.173645757,3129,0.415468201
brownsville,brooklyn,red maple,11,1.173645757,3129,0.351550016
brownsville,brooklyn,red pine,1,1.173645757,3129,0.031959092
brownsville,brooklyn,sawtooth oak,11,1.173645757,3129,0.351550016
brownsville,brooklyn,scarlet oak,5,1.173645757,3129,0.159795462
brownsville,brooklyn,schumard's oak,29,1.173645757,3129,0.926813678
brownsville,brooklyn,serviceberry,19,1.173645757,3129,0.607222755
brownsville,brooklyn,shingle oak,1,1.173645757,3129,0.031959092
brownsville,brooklyn,siberian elm,2,1.173645757,3129,0.063918185
brownsville,brooklyn,silver birch,5,1.173645757,3129,0.159795462
brownsville,brooklyn,silver linden,24,1.173645757,3129,0.767018217
brownsville,brooklyn,silver maple,3,1.173645757,3129,0.095877277
brownsville,brooklyn,sophora,97,1.173645757,3129,3.100031959
brownsville,brooklyn,sugar maple,2,1.173645757,3129,0.063918185
brownsville,brooklyn,swamp white oak,115,1.173645757,3129,3.675295622
brownsville,brooklyn,sweetgum,31,1.173645757,3129,0.990731863
brownsville,brooklyn,sycamore maple,79,1.173645757,3129,2.524768297
brownsville,brooklyn,tree of heaven,6,1.173645757,3129,0.191754554
brownsville,brooklyn,turkish hazelnut,5,1.173645757,3129,0.159795462
brownsville,brooklyn,two-winged silverbell,1,1.173645757,3129,0.031959092
brownsville,brooklyn,weeping willow,2,1.173645757,3129,0.063918185
brownsville,brooklyn,white ash,5,1.173645757,3129,0.159795462
brownsville,brooklyn,white oak,13,1.173645757,3129,0.415468201
brownsville,brooklyn,willow oak,36,1.173645757,3129,1.150527325
bushwick north,brooklyn,'schubert' chokecherry,22,0.89416635,3451,0.637496378
bushwick north,brooklyn,american beech,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,american elm,35,0.89416635,3451,1.014198783
bushwick north,brooklyn,american hophornbeam,8,0.89416635,3451,0.231816865
bushwick north,brooklyn,american hornbeam,13,0.89416635,3451,0.376702405
bushwick north,brooklyn,american linden,120,0.89416635,3451,3.47725297
bushwick north,brooklyn,amur maackia,13,0.89416635,3451,0.376702405
bushwick north,brooklyn,amur maple,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,atlantic white cedar,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,bald cypress,12,0.89416635,3451,0.347725297
bushwick north,brooklyn,black cherry,4,0.89416635,3451,0.115908432
bushwick north,brooklyn,black locust,8,0.89416635,3451,0.231816865
bushwick north,brooklyn,black oak,15,0.89416635,3451,0.434656621
bushwick north,brooklyn,black walnut,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,blackgum,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,bur oak,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,callery pear,131,0.89416635,3451,3.796001159
bushwick north,brooklyn,catalpa,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,cherry,118,0.89416635,3451,3.419298754
bushwick north,brooklyn,chinese chestnut,4,0.89416635,3451,0.115908432
bushwick north,brooklyn,chinese elm,57,0.89416635,3451,1.651695161
bushwick north,brooklyn,cockspur hawthorn,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,common hackberry,37,0.89416635,3451,1.072152999
bushwick north,brooklyn,cornelian cherry,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,crab apple,12,0.89416635,3451,0.347725297
bushwick north,brooklyn,crimson king maple,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,cucumber magnolia,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,dawn redwood,26,0.89416635,3451,0.75340481
bushwick north,brooklyn,douglas-fir,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,eastern redbud,11,0.89416635,3451,0.318748189
bushwick north,brooklyn,eastern redcedar,6,0.89416635,3451,0.173862649
bushwick north,brooklyn,empress tree,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,english oak,7,0.89416635,3451,0.202839757
bushwick north,brooklyn,european hornbeam,6,0.89416635,3451,0.173862649
bushwick north,brooklyn,flowering dogwood,5,0.89416635,3451,0.14488554
bushwick north,brooklyn,ginkgo,93,0.89416635,3451,2.694871052
bushwick north,brooklyn,golden raintree,22,0.89416635,3451,0.637496378
bushwick north,brooklyn,green ash,154,0.89416635,3451,4.462474645
bushwick north,brooklyn,hardy rubber tree,12,0.89416635,3451,0.347725297
bushwick north,brooklyn,hawthorn,21,0.89416635,3451,0.60851927
bushwick north,brooklyn,hedge maple,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,honeylocust,531,0.89416635,3451,15.38684439
bushwick north,brooklyn,horse chestnut,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,japanese hornbeam,7,0.89416635,3451,0.202839757
bushwick north,brooklyn,japanese maple,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,japanese snowbell,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,japanese tree lilac,12,0.89416635,3451,0.347725297
bushwick north,brooklyn,japanese zelkova,237,0.89416635,3451,6.867574616
bushwick north,brooklyn,kentucky coffeetree,19,0.89416635,3451,0.550565054
bushwick north,brooklyn,littleleaf linden,177,0.89416635,3451,5.128948131
bushwick north,brooklyn,london planetree,334,0.89416635,3451,9.6783541
bushwick north,brooklyn,maple,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,mulberry,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,northern red oak,51,0.89416635,3451,1.477832512
bushwick north,brooklyn,norway maple,113,0.89416635,3451,3.274413214
bushwick north,brooklyn,paper birch,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,pignut hickory,6,0.89416635,3451,0.173862649
bushwick north,brooklyn,pin oak,182,0.89416635,3451,5.273833671
bushwick north,brooklyn,pond cypress,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,purple-leaf plum,35,0.89416635,3451,1.014198783
bushwick north,brooklyn,quaking aspen,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,red maple,70,0.89416635,3451,2.028397566
bushwick north,brooklyn,sassafras,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,sawtooth oak,9,0.89416635,3451,0.260793973
bushwick north,brooklyn,scarlet oak,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,schumard's oak,16,0.89416635,3451,0.463633729
bushwick north,brooklyn,scots pine,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,serviceberry,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,shingle oak,17,0.89416635,3451,0.492610837
bushwick north,brooklyn,siberian elm,4,0.89416635,3451,0.115908432
bushwick north,brooklyn,silver birch,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,silver linden,42,0.89416635,3451,1.21703854
bushwick north,brooklyn,silver maple,7,0.89416635,3451,0.202839757
bushwick north,brooklyn,sophora,184,0.89416635,3451,5.331787888
bushwick north,brooklyn,southern magnolia,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,sugar maple,3,0.89416635,3451,0.086931324
bushwick north,brooklyn,swamp white oak,45,0.89416635,3451,1.303969864
bushwick north,brooklyn,sweetgum,41,0.89416635,3451,1.188061431
bushwick north,brooklyn,sycamore maple,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,tree of heaven,4,0.89416635,3451,0.115908432
bushwick north,brooklyn,tulip-poplar,13,0.89416635,3451,0.376702405
bushwick north,brooklyn,turkish hazelnut,4,0.89416635,3451,0.115908432
bushwick north,brooklyn,two-winged silverbell,1,0.89416635,3451,0.028977108
bushwick north,brooklyn,white ash,2,0.89416635,3451,0.057954216
bushwick north,brooklyn,white oak,26,0.89416635,3451,0.75340481
bushwick north,brooklyn,willow oak,28,0.89416635,3451,0.811359026
bushwick south,brooklyn,'schubert' chokecherry,25,1.440880838,4522,0.55285272
bushwick south,brooklyn,american beech,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,american elm,57,1.440880838,4522,1.260504202
bushwick south,brooklyn,american hophornbeam,5,1.440880838,4522,0.110570544
bushwick south,brooklyn,american hornbeam,6,1.440880838,4522,0.132684653
bushwick south,brooklyn,american linden,93,1.440880838,4522,2.056612119
bushwick south,brooklyn,amur cork tree,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,amur maackia,9,1.440880838,4522,0.199026979
bushwick south,brooklyn,ash,18,1.440880838,4522,0.398053958
bushwick south,brooklyn,bald cypress,15,1.440880838,4522,0.331711632
bushwick south,brooklyn,bigtooth aspen,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,black cherry,6,1.440880838,4522,0.132684653
bushwick south,brooklyn,black locust,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,black oak,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,black walnut,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,blackgum,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,bur oak,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,callery pear,306,1.440880838,4522,6.766917293
bushwick south,brooklyn,catalpa,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,cherry,99,1.440880838,4522,2.189296771
bushwick south,brooklyn,chinese chestnut,7,1.440880838,4522,0.154798762
bushwick south,brooklyn,chinese elm,51,1.440880838,4522,1.127819549
bushwick south,brooklyn,chinese fringetree,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,cockspur hawthorn,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,common hackberry,31,1.440880838,4522,0.685537373
bushwick south,brooklyn,cornelian cherry,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,crab apple,9,1.440880838,4522,0.199026979
bushwick south,brooklyn,crimson king maple,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,cucumber magnolia,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,dawn redwood,34,1.440880838,4522,0.751879699
bushwick south,brooklyn,douglas-fir,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,eastern cottonwood,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,eastern redbud,23,1.440880838,4522,0.508624502
bushwick south,brooklyn,eastern redcedar,7,1.440880838,4522,0.154798762
bushwick south,brooklyn,english oak,14,1.440880838,4522,0.309597523
bushwick south,brooklyn,european beech,6,1.440880838,4522,0.132684653
bushwick south,brooklyn,european hornbeam,30,1.440880838,4522,0.663423264
bushwick south,brooklyn,false cypress,4,1.440880838,4522,0.088456435
bushwick south,brooklyn,flowering dogwood,6,1.440880838,4522,0.132684653
bushwick south,brooklyn,ginkgo,139,1.440880838,4522,3.073861123
bushwick south,brooklyn,golden raintree,21,1.440880838,4522,0.464396285
bushwick south,brooklyn,green ash,170,1.440880838,4522,3.759398496
bushwick south,brooklyn,hardy rubber tree,13,1.440880838,4522,0.287483414
bushwick south,brooklyn,hawthorn,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,himalayan cedar,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,honeylocust,1058,1.440880838,4522,23.39672711
bushwick south,brooklyn,horse chestnut,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,japanese hornbeam,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,japanese maple,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,japanese tree lilac,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,japanese zelkova,397,1.440880838,4522,8.779301194
bushwick south,brooklyn,katsura tree,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,kentucky coffeetree,33,1.440880838,4522,0.72976559
bushwick south,brooklyn,littleleaf linden,265,1.440880838,4522,5.860238832
bushwick south,brooklyn,london planetree,160,1.440880838,4522,3.538257408
bushwick south,brooklyn,magnolia,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,maple,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,mimosa,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,mulberry,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,northern red oak,88,1.440880838,4522,1.946041575
bushwick south,brooklyn,norway maple,59,1.440880838,4522,1.304732419
bushwick south,brooklyn,norway spruce,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,ohio buckeye,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,oklahoma redbud,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,paper birch,2,1.440880838,4522,0.044228218
bushwick south,brooklyn,pin oak,368,1.440880838,4522,8.137992039
bushwick south,brooklyn,pond cypress,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,purple-leaf plum,24,1.440880838,4522,0.530738611
bushwick south,brooklyn,red maple,53,1.440880838,4522,1.172047766
bushwick south,brooklyn,red pine,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,river birch,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,sawtooth oak,25,1.440880838,4522,0.55285272
bushwick south,brooklyn,scarlet oak,15,1.440880838,4522,0.331711632
bushwick south,brooklyn,schumard's oak,34,1.440880838,4522,0.751879699
bushwick south,brooklyn,serviceberry,7,1.440880838,4522,0.154798762
bushwick south,brooklyn,shingle oak,12,1.440880838,4522,0.265369306
bushwick south,brooklyn,siberian elm,6,1.440880838,4522,0.132684653
bushwick south,brooklyn,silver birch,11,1.440880838,4522,0.243255197
bushwick south,brooklyn,silver linden,49,1.440880838,4522,1.083591331
bushwick south,brooklyn,silver maple,4,1.440880838,4522,0.088456435
bushwick south,brooklyn,sophora,163,1.440880838,4522,3.604599735
bushwick south,brooklyn,sugar maple,5,1.440880838,4522,0.110570544
bushwick south,brooklyn,swamp white oak,112,1.440880838,4522,2.476780186
bushwick south,brooklyn,sweetgum,64,1.440880838,4522,1.415302963
bushwick south,brooklyn,sycamore maple,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,tartar maple,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,tree of heaven,13,1.440880838,4522,0.287483414
bushwick south,brooklyn,turkish hazelnut,4,1.440880838,4522,0.088456435
bushwick south,brooklyn,two-winged silverbell,1,1.440880838,4522,0.022114109
bushwick south,brooklyn,white ash,3,1.440880838,4522,0.066342326
bushwick south,brooklyn,white oak,18,1.440880838,4522,0.398053958
bushwick south,brooklyn,willow oak,18,1.440880838,4522,0.398053958
cambria heights,queens,'schubert' chokecherry,17,1.186466864,3276,0.518925519
cambria heights,queens,american elm,11,1.186466864,3276,0.335775336
cambria heights,queens,american hophornbeam,1,1.186466864,3276,0.030525031
cambria heights,queens,american hornbeam,4,1.186466864,3276,0.122100122
cambria heights,queens,american linden,48,1.186466864,3276,1.465201465
cambria heights,queens,amur maackia,8,1.186466864,3276,0.244200244
cambria heights,queens,amur maple,32,1.186466864,3276,0.976800977
cambria heights,queens,arborvitae,1,1.186466864,3276,0.030525031
cambria heights,queens,ash,4,1.186466864,3276,0.122100122
cambria heights,queens,atlantic white cedar,1,1.186466864,3276,0.030525031
cambria heights,queens,bald cypress,4,1.186466864,3276,0.122100122
cambria heights,queens,black oak,1,1.186466864,3276,0.030525031
cambria heights,queens,bur oak,2,1.186466864,3276,0.061050061
cambria heights,queens,callery pear,341,1.186466864,3276,10.40903541
cambria heights,queens,catalpa,9,1.186466864,3276,0.274725275
cambria heights,queens,cherry,199,1.186466864,3276,6.074481074
cambria heights,queens,chinese elm,12,1.186466864,3276,0.366300366
cambria heights,queens,chinese tree lilac,5,1.186466864,3276,0.152625153
cambria heights,queens,cockspur hawthorn,1,1.186466864,3276,0.030525031
cambria heights,queens,common hackberry,4,1.186466864,3276,0.122100122
cambria heights,queens,cornelian cherry,4,1.186466864,3276,0.122100122
cambria heights,queens,crab apple,42,1.186466864,3276,1.282051282
cambria heights,queens,crepe myrtle,9,1.186466864,3276,0.274725275
cambria heights,queens,crimson king maple,11,1.186466864,3276,0.335775336
cambria heights,queens,dawn redwood,11,1.186466864,3276,0.335775336
cambria heights,queens,douglas-fir,1,1.186466864,3276,0.030525031
cambria heights,queens,eastern cottonwood,1,1.186466864,3276,0.030525031
cambria heights,queens,eastern redbud,17,1.186466864,3276,0.518925519
cambria heights,queens,eastern redcedar,4,1.186466864,3276,0.122100122
cambria heights,queens,empress tree,4,1.186466864,3276,0.122100122
cambria heights,queens,english oak,5,1.186466864,3276,0.152625153
cambria heights,queens,european hornbeam,14,1.186466864,3276,0.427350427
cambria heights,queens,flowering dogwood,8,1.186466864,3276,0.244200244
cambria heights,queens,ginkgo,57,1.186466864,3276,1.73992674
cambria heights,queens,golden raintree,8,1.186466864,3276,0.244200244
cambria heights,queens,green ash,49,1.186466864,3276,1.495726496
cambria heights,queens,hardy rubber tree,2,1.186466864,3276,0.061050061
cambria heights,queens,hawthorn,10,1.186466864,3276,0.305250305
cambria heights,queens,hedge maple,10,1.186466864,3276,0.305250305
cambria heights,queens,holly,2,1.186466864,3276,0.061050061
cambria heights,queens,honeylocust,136,1.186466864,3276,4.151404151
cambria heights,queens,horse chestnut,5,1.186466864,3276,0.152625153
cambria heights,queens,japanese maple,4,1.186466864,3276,0.122100122
cambria heights,queens,japanese snowbell,6,1.186466864,3276,0.183150183
cambria heights,queens,japanese tree lilac,43,1.186466864,3276,1.312576313
cambria heights,queens,japanese zelkova,139,1.186466864,3276,4.242979243
cambria heights,queens,katsura tree,5,1.186466864,3276,0.152625153
cambria heights,queens,kentucky coffeetree,4,1.186466864,3276,0.122100122
cambria heights,queens,kentucky yellowwood,1,1.186466864,3276,0.030525031
cambria heights,queens,littleleaf linden,183,1.186466864,3276,5.586080586
cambria heights,queens,london planetree,601,1.186466864,3276,18.34554335
cambria heights,queens,magnolia,2,1.186466864,3276,0.061050061
cambria heights,queens,maple,7,1.186466864,3276,0.213675214
cambria heights,queens,mimosa,2,1.186466864,3276,0.061050061
cambria heights,queens,mulberry,3,1.186466864,3276,0.091575092
cambria heights,queens,northern red oak,48,1.186466864,3276,1.465201465
cambria heights,queens,norway maple,284,1.186466864,3276,8.669108669
cambria heights,queens,pagoda dogwood,1,1.186466864,3276,0.030525031
cambria heights,queens,paper birch,1,1.186466864,3276,0.030525031
cambria heights,queens,paperbark maple,2,1.186466864,3276,0.061050061
cambria heights,queens,persian ironwood,1,1.186466864,3276,0.030525031
cambria heights,queens,pin oak,172,1.186466864,3276,5.25030525
cambria heights,queens,pond cypress,3,1.186466864,3276,0.091575092
cambria heights,queens,purple-leaf plum,35,1.186466864,3276,1.068376068
cambria heights,queens,red maple,67,1.186466864,3276,2.045177045
cambria heights,queens,river birch,3,1.186466864,3276,0.091575092
cambria heights,queens,sawtooth oak,7,1.186466864,3276,0.213675214
cambria heights,queens,scarlet oak,2,1.186466864,3276,0.061050061
cambria heights,queens,serviceberry,6,1.186466864,3276,0.183150183
cambria heights,queens,shingle oak,3,1.186466864,3276,0.091575092
cambria heights,queens,siberian elm,6,1.186466864,3276,0.183150183
cambria heights,queens,silver linden,102,1.186466864,3276,3.113553114
cambria heights,queens,silver maple,90,1.186466864,3276,2.747252747
cambria heights,queens,sophora,75,1.186466864,3276,2.289377289
cambria heights,queens,spruce,2,1.186466864,3276,0.061050061
cambria heights,queens,sugar maple,2,1.186466864,3276,0.061050061
cambria heights,queens,swamp white oak,10,1.186466864,3276,0.305250305
cambria heights,queens,sweetgum,35,1.186466864,3276,1.068376068
cambria heights,queens,sycamore maple,13,1.186466864,3276,0.396825397
cambria heights,queens,trident maple,2,1.186466864,3276,0.061050061
cambria heights,queens,tulip-poplar,5,1.186466864,3276,0.152625153
cambria heights,queens,turkish hazelnut,3,1.186466864,3276,0.091575092
cambria heights,queens,white ash,2,1.186466864,3276,0.061050061
cambria heights,queens,white oak,2,1.186466864,3276,0.061050061
canarsie,brooklyn,'schubert' chokecherry,34,2.944891264,5991,0.567517944
canarsie,brooklyn,american elm,25,2.944891264,5991,0.417292606
canarsie,brooklyn,american hophornbeam,9,2.944891264,5991,0.150225338
canarsie,brooklyn,american hornbeam,8,2.944891264,5991,0.133533634
canarsie,brooklyn,american larch,2,2.944891264,5991,0.033383408
canarsie,brooklyn,american linden,89,2.944891264,5991,1.485561676
canarsie,brooklyn,amur cork tree,1,2.944891264,5991,0.016691704
canarsie,brooklyn,amur maackia,42,2.944891264,5991,0.701051577
canarsie,brooklyn,amur maple,6,2.944891264,5991,0.100150225
canarsie,brooklyn,arborvitae,7,2.944891264,5991,0.11684193
canarsie,brooklyn,ash,9,2.944891264,5991,0.150225338
canarsie,brooklyn,atlantic white cedar,5,2.944891264,5991,0.083458521
canarsie,brooklyn,bald cypress,41,2.944891264,5991,0.684359873
canarsie,brooklyn,bigtooth aspen,1,2.944891264,5991,0.016691704
canarsie,brooklyn,black cherry,8,2.944891264,5991,0.133533634
canarsie,brooklyn,black locust,3,2.944891264,5991,0.050075113
canarsie,brooklyn,black maple,2,2.944891264,5991,0.033383408
canarsie,brooklyn,black pine,1,2.944891264,5991,0.016691704
canarsie,brooklyn,blackgum,2,2.944891264,5991,0.033383408
canarsie,brooklyn,bur oak,2,2.944891264,5991,0.033383408
canarsie,brooklyn,callery pear,126,2.944891264,5991,2.103154732
canarsie,brooklyn,catalpa,6,2.944891264,5991,0.100150225
canarsie,brooklyn,cherry,281,2.944891264,5991,4.690368887
canarsie,brooklyn,chinese elm,23,2.944891264,5991,0.383909197
canarsie,brooklyn,chinese fringetree,1,2.944891264,5991,0.016691704
canarsie,brooklyn,chinese tree lilac,5,2.944891264,5991,0.083458521
canarsie,brooklyn,cockspur hawthorn,2,2.944891264,5991,0.033383408
canarsie,brooklyn,common hackberry,21,2.944891264,5991,0.350525789
canarsie,brooklyn,cornelian cherry,5,2.944891264,5991,0.083458521
canarsie,brooklyn,crab apple,16,2.944891264,5991,0.267067268
canarsie,brooklyn,crimson king maple,58,2.944891264,5991,0.968118845
canarsie,brooklyn,dawn redwood,11,2.944891264,5991,0.183608746
canarsie,brooklyn,eastern cottonwood,3,2.944891264,5991,0.050075113
canarsie,brooklyn,eastern redbud,28,2.944891264,5991,0.467367718
canarsie,brooklyn,eastern redcedar,4,2.944891264,5991,0.066766817
canarsie,brooklyn,empress tree,1,2.944891264,5991,0.016691704
canarsie,brooklyn,english oak,7,2.944891264,5991,0.11684193
canarsie,brooklyn,european beech,1,2.944891264,5991,0.016691704
canarsie,brooklyn,european hornbeam,8,2.944891264,5991,0.133533634
canarsie,brooklyn,false cypress,8,2.944891264,5991,0.133533634
canarsie,brooklyn,flowering dogwood,17,2.944891264,5991,0.283758972
canarsie,brooklyn,ginkgo,57,2.944891264,5991,0.951427141
canarsie,brooklyn,golden raintree,23,2.944891264,5991,0.383909197
canarsie,brooklyn,green ash,48,2.944891264,5991,0.801201803
canarsie,brooklyn,hardy rubber tree,28,2.944891264,5991,0.467367718
canarsie,brooklyn,hawthorn,14,2.944891264,5991,0.233683859
canarsie,brooklyn,hedge maple,30,2.944891264,5991,0.500751127
canarsie,brooklyn,honeylocust,280,2.944891264,5991,4.673677182
canarsie,brooklyn,horse chestnut,3,2.944891264,5991,0.050075113
canarsie,brooklyn,japanese hornbeam,6,2.944891264,5991,0.100150225
canarsie,brooklyn,japanese maple,3,2.944891264,5991,0.050075113
canarsie,brooklyn,japanese snowbell,1,2.944891264,5991,0.016691704
canarsie,brooklyn,japanese tree lilac,41,2.944891264,5991,0.684359873
canarsie,brooklyn,japanese zelkova,219,2.944891264,5991,3.655483225
canarsie,brooklyn,katsura tree,3,2.944891264,5991,0.050075113
canarsie,brooklyn,kentucky coffeetree,21,2.944891264,5991,0.350525789
canarsie,brooklyn,kentucky yellowwood,4,2.944891264,5991,0.066766817
canarsie,brooklyn,littleleaf linden,136,2.944891264,5991,2.270071774
canarsie,brooklyn,london planetree,2515,2.944891264,5991,41.97963612
canarsie,brooklyn,magnolia,4,2.944891264,5991,0.066766817
canarsie,brooklyn,maple,6,2.944891264,5991,0.100150225
canarsie,brooklyn,mulberry,10,2.944891264,5991,0.166917042
canarsie,brooklyn,northern red oak,16,2.944891264,5991,0.267067268
canarsie,brooklyn,norway maple,392,2.944891264,5991,6.543148055
canarsie,brooklyn,pagoda dogwood,3,2.944891264,5991,0.050075113
canarsie,brooklyn,paper birch,1,2.944891264,5991,0.016691704
canarsie,brooklyn,paperbark maple,4,2.944891264,5991,0.066766817
canarsie,brooklyn,persian ironwood,2,2.944891264,5991,0.033383408
canarsie,brooklyn,pin oak,104,2.944891264,5991,1.735937239
canarsie,brooklyn,pond cypress,2,2.944891264,5991,0.033383408
canarsie,brooklyn,purple-leaf plum,89,2.944891264,5991,1.485561676
canarsie,brooklyn,red maple,118,2.944891264,5991,1.969621098
canarsie,brooklyn,river birch,3,2.944891264,5991,0.050075113
canarsie,brooklyn,sassafras,1,2.944891264,5991,0.016691704
canarsie,brooklyn,sawtooth oak,9,2.944891264,5991,0.150225338
canarsie,brooklyn,scarlet oak,10,2.944891264,5991,0.166917042
canarsie,brooklyn,schumard's oak,3,2.944891264,5991,0.050075113
canarsie,brooklyn,scots pine,1,2.944891264,5991,0.016691704
canarsie,brooklyn,serviceberry,1,2.944891264,5991,0.016691704
canarsie,brooklyn,shingle oak,7,2.944891264,5991,0.11684193
canarsie,brooklyn,siberian elm,11,2.944891264,5991,0.183608746
canarsie,brooklyn,silver birch,9,2.944891264,5991,0.150225338
canarsie,brooklyn,silver linden,43,2.944891264,5991,0.717743282
canarsie,brooklyn,silver maple,116,2.944891264,5991,1.93623769
canarsie,brooklyn,sophora,118,2.944891264,5991,1.969621098
canarsie,brooklyn,spruce,1,2.944891264,5991,0.016691704
canarsie,brooklyn,sugar maple,8,2.944891264,5991,0.133533634
canarsie,brooklyn,swamp white oak,38,2.944891264,5991,0.63428476
canarsie,brooklyn,sweetgum,35,2.944891264,5991,0.584209648
canarsie,brooklyn,sycamore maple,33,2.944891264,5991,0.550826239
canarsie,brooklyn,tree of heaven,15,2.944891264,5991,0.250375563
canarsie,brooklyn,trident maple,2,2.944891264,5991,0.033383408
canarsie,brooklyn,tulip-poplar,1,2.944891264,5991,0.016691704
canarsie,brooklyn,two-winged silverbell,3,2.944891264,5991,0.050075113
canarsie,brooklyn,white ash,5,2.944891264,5991,0.083458521
canarsie,brooklyn,white oak,18,2.944891264,5991,0.300450676
canarsie,brooklyn,white pine,1,2.944891264,5991,0.016691704
canarsie,brooklyn,willow oak,30,2.944891264,5991,0.500751127
carroll gardens-columbia street-red hook,brooklyn,'schubert' chokecherry,33,1.59985434,4319,0.764065756
carroll gardens-columbia street-red hook,brooklyn,american beech,2,1.59985434,4319,0.046307016
carroll gardens-columbia street-red hook,brooklyn,american elm,50,1.59985434,4319,1.157675388
